source_raw,source_type,relation,target_raw,target_type,source_chunk_id,published_date,evidence,confidence,source_name,target_name,source_name_norm,target_name_norm,source_id,target_id
Countdown,Company,USES,Uber technology,Technology,792f24b49e83a6dd5198::c0000,2023-07-25,Countdown launches failed grocery delivery service Milkrun in New Zealand powered by Uber technology.,0.9,Countdown,Uber technology,countdown,uber technology,9d1ee97f0263400032020cf5,4d5af2e9ba5a88ffdcc18472
WT Micro,Company,ACQUIRED,Future Electronics,Company,ea3ade617cc100b4e3f2::c0000,2023-09-15,WT Micro to acquire Future Electronics for US$3.8 billion.,1.0,WT Micro,Future Electronics,wt micro,future electronics,a5930b5231a738016f990eb5,305abadf26edddddfee85561
Deutsche Telekom,Company,PARTNERED_WITH,Zomato,Company,f4d21b2999c3b2bfe617::c0000,2023-04-17,Deutsche Telekom Zomato and more featured in the latest Market Talks.,1.0,Deutsche Telekom,Zomato,deutsche telekom,zomato,54d027f2dd69c8279492a2a3,11d39edb9b70d9a83016d8ed
WiseTech Global,Company,ACQUIRED,Blume Global,Company,e69f72813119e9cff57a::c0000,2023-02-18,WiseTech acquires Blume Global.,1.0,WiseTech Global,Blume Global,wisetech global,blume global,96ecd955d1c6da5e94ce3bda,2935b5fad06dfd50d54c0bc5
Kathy Hochul,Person,INVESTED_IN,clean technology,Technology,ac3df496218d42e3b5f3::c0000,2023-04-16,Governor Kathy Hochul’s office announced a multi-million-dollar state investment into clean technology.,1.0,Kathy Hochul,clean technology,kathy hochul,clean technology,1a03b331cbed7352a2be5b74,b62bb55e004491f6a7f1b114
mCloud Technologies Corp.,Company,DEVELOPED,cloud technology solutions,Technology,0edce0212f1c8b425a08::c0000,2023-05-31,mCloud Technologies Corp. a provider of cloud technology solutions optimizing the performance reliability.,1.0,mCloud Technologies Corp.,cloud technology solutions,mcloud technologies corp.,cloud technology solutions,7bd51fe25edbf0c46f4543ff,10931a6fc450c77b44dae0c5
Whirlpool Corporation,Company,DEVELOPED,leading edge technology center,Technology,c0cecaea3819186131bc::c0000,2023-08-18,Whirlpool Corporation Unveils New Leading Edge Technology Center.,1.0,Whirlpool Corporation,leading edge technology center,whirlpool corporation,leading edge technology center,240bae9492a0d6ea99109bb9,d59ad7b7b6a1e44e10bfe998
Stadia,Technology,WORKED_AT,Phil Harrison,Person,03775e21b559c6e80e03::c0000,2023-04-13,Stadia’s vice president Phil Harrison said in a blog post.,1.0,Stadia,Phil Harrison,stadia,phil harrison,a2d7af8cd18eb5a321e8fbd7,224eac1cb98bab5c3d5bc311
Amazon,Company,PARTNERED_WITH,Hugging Face,Company,0d2e52f75f6b4f306d66::c0000,2023-02-21,Amazon’s cloud unit partners with Hugging Face maker of ChatGPT rival.,1.0,Amazon,Hugging Face,amazon,hugging face,68b3544368862fc263941c8d,7143630392df3f19fee3aab9
Google,Company,PARTNERED_WITH,Meta,Company,34a3ead45e1aca83fa4a::c0000,2023-07-21,Seven tech companies including Google Meta and OpenAI have voluntarily made commitments on developing and managing artificial intelligence.,1.0,Google,Meta,google,meta,0e132222d1315530d6efca52,6dbfdfc5a4e8df3668a4dac3
Google,Company,PARTNERED_WITH,OpenAI,Company,34a3ead45e1aca83fa4a::c0000,2023-07-21,Seven tech companies including Google Meta and OpenAI have voluntarily made commitments on developing and managing artificial intelligence.,1.0,Google,OpenAI,google,openai,0e132222d1315530d6efca52,773eeb9b7cc008bff365fcdd
Radware,Company,DEVELOPED,Cloud Application Protection Services,Technology,85e906a18159d3c3ff17::c0000,2023-02-22,Radware ... announced it advanced its Cloud Application Protection Services to create a best-of-suite offering.,1.0,Radware,Cloud Application Protection Services,radware,cloud application protection services,b4d13b37a573d5e1f4eb458d,9924c1a467c07be7832808c8
Google Cloud,Company,USES,Llama 2,Technology,d6614d10117d6d80778e::c0000,2023-08-29,Google Cloud is announcing availability of Llama 2 and Code Llama from Meta.,1.0,Google Cloud,Llama 2,google cloud,llama 2,909fcd9c188c8c2429afa468,afec5285c51fcb0000ca9afa
Google Cloud,Company,USES,Code Llama,Technology,d6614d10117d6d80778e::c0000,2023-08-29,Google Cloud is announcing availability of Llama 2 and Code Llama from Meta.,1.0,Google Cloud,Code Llama,google cloud,code llama,909fcd9c188c8c2429afa468,627c90afc7e58f22a0637349
Google Cloud,Company,USES,Falcon LLM,Technology,d6614d10117d6d80778e::c0000,2023-08-29,Google Cloud ... announcing availability of ... Technology Innovative Institute's Falcon LLM.,1.0,Google Cloud,Falcon LLM,google cloud,falcon llm,909fcd9c188c8c2429afa468,8af8e17ecdf20a7ed7ebf6d7
UJET,Company,PARTNERED_WITH,Google Cloud,Company,2512bf46ee71633efb09::c0000,2023-08-29,UJET announced a relationship with Google Cloud as a strategic technology partner.,1.0,UJET,Google Cloud,ujet,google cloud,80b895a25e2888832048cf11,909fcd9c188c8c2429afa468
eCloudvalley,Company,PARTNERED_WITH,Amazon Web Services,Company,576089e2e1c2e6aa9973::c0000,2023-05-08,eCloudvalley Signs Strategic Collaboration Agreement with Amazon Web Services.,1.0,eCloudvalley,Amazon Web Services,ecloudvalley,amazon web services,be24d7e6e6a98f41232dd70d,70c4e949ff245096c6946802
Google,Company,DEVELOPED,data centers,Technology,582726f3cfa233b2d597::c0000,2023-05-08,Google announces plans to build two more data centers in Columbus and Lancaster.,1.0,Google,data centers,google,data centers,0e132222d1315530d6efca52,816e03b3dfe577413603b747
Werner Vogels,Person,WORKED_AT,Amazon,Company,86be7b65a23e440577aa::c0000,2023-04-28,Werner Vogels CTO at Amazon spoke with VIR’s Bich Thuy.,1.0,Werner Vogels,Amazon,werner vogels,amazon,5aa171e28fd07c4886f1c953,68b3544368862fc263941c8d
NYC Public Schools,Company,PARTNERED_WITH,Microsoft,Company,12b088457efd5df7f650::c0000,2023-09-14,The school district collaborated with Microsoft on a custom AI-powered teaching assistant.,1.0,NYC Public Schools,Microsoft,nyc public schools,microsoft,d02c14f8fb0100633e19e7fa,fb0f4df56fab164ec48722f0
Applied Materials,Company,DEVELOPED,Silicon Valley R&D center,Technology,fe1d254869aa3fa77036::c0000,2023-05-22,the company touts a new Silicon Valley R&D center.,1.0,Applied Materials,Silicon Valley R&D center,applied materials,silicon valley r d center,f560271281f3e6ad61e4be0b,4fd91b49954ed38cd1ba085f
Amazon.com,Company,INVESTED_IN,AI products,Technology,c84c621aab489be45c42::c0000,2023-06-23,Amazon.com is building a program to help customers develop and deploy new kinds of artificial intelligence products.,1.0,Amazon.com,AI products,amazon.com,ai products,599f5c3c96d1daa9f501f825,c90221fd68f9268bea1dc25d
Nvidia,Company,USES,Nvidia chips,Technology,64f859127d105927b7dc::c0000,2023-02-22,"Nvidia CEO said use of Nvidia chips to power artificial intelligence (AI) services like chatbots had '""gone through the roof in the last 60 days.'""",1.0,NVIDIA,Nvidia chips,nvidia,nvidia chips,b823fb02e58a12bdc4c38934,c10f0cfc47aebc5160022a20
Vicki Kaping,Person,WORKED_AT,FCC,Company,2d0bee5d0b438b201e31::c0000,2023-09-26,Any person with disabilities who needs help accessing the content of the FCC Public file should contact Vicki Kaping at vkaping@wdio.com.,1.0,Vicki Kaping,FCC,vicki kaping,fcc,3d9755104622c9c00243cc7e,c6c4d349c63e4f0b552cb474
Mercy Corps,Company,PARTNERED_WITH,Cisco,Company,da8a6d46961d707fdd79::c0000,2023-02-07,Technology for change: Mercy Corps and Cisco’s partnership.,1.0,Mercy Corps,Cisco,mercy corps,cisco,748282715d0653f252f5d5fc,c0b40a5df7f8102a782828b0
CTI,Company,ACQUIRED,Rapid Imaging,Company,42ff0b7292ad18a47818::c0000,2023-04-21,CTI buys defense software provider Rapid Imaging.,1.0,CTI,Rapid Imaging,cti,rapid imaging,8a0c9d42a2efb1a7c43a4679,d5dd4228dd5cbd32fa658d81
Toast,Company,DEVELOPED,Restaurant Technology Platform,Technology,ce803a9a40b000ea7218::c0000,2023-06-28,Toast Restaurant Technology Platform Approved for Marriott Select Service Hotels,1.0,Toast,Restaurant Technology Platform,toast,restaurant technology platform,11a955d3438e7691d3dd9800,cffaa4d0c526a16185282dc5
Supantha,Person,LEADS,European Technology and Telecoms coverage,Technology,67fca95e711035bcbe80::c0000,2023-10-04,Supantha leads the European Technology and Telecoms coverage,1.0,Supantha,European Technology and Telecoms coverage,supantha,european technology and telecoms coverage,c843380d311e403ef417d3f0,c5a424152cef160d195c3202
Meta,Company,DEVELOPED,Instagram,Technology,67fca95e711035bcbe80::c0000,2023-10-04,Meta's Instagram Facebook to charge EU users for ad-free service,1.0,Meta,Instagram,meta,instagram,6dbfdfc5a4e8df3668a4dac3,a5e1f1cb65252e5699271678
H2O.ai,Company,DEVELOPED,H2O AI Cloud,Technology,5d162210c58b91f6a091::c0000,2023-04-13,H2O.ai today announced the launch of H2O AI Cloud,1.0,H2O.ai,H2O AI Cloud,h2o.ai,h2o ai cloud,1fb6f1337f1c2305d3c6fefe,3a0b9f171c10cd7d231f96d0
Snowflake,Company,PARTNERED_WITH,H2O AI Cloud,Technology,5d162210c58b91f6a091::c0000,2023-04-13,H2O AI Cloud as a pre-built solution for the Manufacturing Data Cloud launched by Snowflake,1.0,Snowflake,H2O AI Cloud,snowflake,h2o ai cloud,879eef50f3e2d235cccb1790,3a0b9f171c10cd7d231f96d0
Raymond Ma,Person,WORKED_AT,Alibaba Cloud,Company,7af33417ae940d9cfdb2::c0000,2023-04-27,written by Raymond Ma in his position as General Manager of Europe at Alibaba Cloud,1.0,Raymond Ma,Alibaba Cloud,raymond ma,alibaba cloud,b441cb21ad4c1dce10a346c4,a58b8cc6aa658e3bd757e389
Chad M. Moss M.D.,Person,WORKED_AT,MRMC,Company,7257e95060be3cdcc57c::c0000,2023-08-20,Chad M. Moss M.D. is the first surgeon to perform 1000 procedures at MRMC,1.0,Chad M. Moss M.D.,MRMC,chad m. moss m.d.,mrmc,9bbaf0efb6628bedcb915866,1e3f2d6a93fad62f351d0aa7
Microsoft,Company,DEVELOPED,Azure OpenAI Service,Technology,0f5fa36a88eaffbb32a0::c0000,2023-06-09,Microsoft unveils OpenAI service for government customers.,1.0,Microsoft,Azure OpenAI Service,microsoft,azure openai service,fb0f4df56fab164ec48722f0,f77d5cc86b09fa80b611affd
Bill Chappell,Person,WORKED_AT,Microsoft,Company,0f5fa36a88eaffbb32a0::c0000,2023-06-09,Bill Chappell chief technology officer for Strategic Missions and Technologies.,1.0,Bill Chappell,Microsoft,bill chappell,microsoft,484f3c9dd94fc58f2b43919b,fb0f4df56fab164ec48722f0
10Pearls,Company,FOUNDED,2023 Inc. 5000,Technology,de36c717cc81ee6bcf60::c0000,2023-08-17,10Pearls Recognized on the 2023 Inc. 5000 for the 5th Consecutive Year.,1.0,10Pearls,2023 Inc. 5000,10pearls,2023 inc. 5000,467d8d9726ad960f55797970,069634b21e6f7ed6319dc3fe
Turnkey Modular,Company,DEVELOPED,Intelligent Component Design and System Assembly (ICSA),Technology,60dce9069512ceddb9cd::c0000,2023-04-20,Turnkey Modular which has implemented its robust Intelligent Component Design and System Assembly (ICSA) technology,1.0,Turnkey Modular,Intelligent Component Design and System Assembly (ICSA),turnkey modular,intelligent component design and system assembly icsa,6457c09be5e9aa79968d58d9,82bca8b1a7e03c7b58e489d4
Apple,Company,INVESTED_IN,generative AI,Technology,f432d5c9be380e741116::c0000,2023-08-04,Tim Cook says its hefty $22.6 billion research spend is down to generative AI.,1.0,Apple,generative AI,apple,generative ai,e6c3db5c28c9a15bfafd2e04,2b088c1a7495a477c910a268
Toast,Company,PARTNERED_WITH,Marriott International,Company,1d50a4b98b0eab770f10::c0000,2023-06-13,Toast has announced an agreement with Marriott International to make its Toast for Hotel Restaurants technology available,1.0,Toast,Marriott International,toast,marriott international,11a955d3438e7691d3dd9800,4191fd45c00fab4ccf083824
Carbyne,Company,PARTNERED_WITH,National Emergency Number Association,Company,a0b14c9c136b5bc3517d::c0000,2023-07-26,survey conducted by the National Emergency Number Association in conjunction with Carbyne,1.0,Carbyne,National Emergency Number Association,carbyne,national emergency number association,9a9bf9a14aa5a9dd814c812e,c4605efab5be63c8f03def69
Lockheed,Company,DEVELOPED,stealth technology,Technology,5d1df43703396c12c3c2::c0000,2023-03-24,Lockheed noticed it and had Ufimtsev’s works translated into English; Ufimtsev’s work became the basis for modern-day stealth technology.,0.9,Lockheed,stealth technology,lockheed,stealth technology,133bf57af37664a50edbb80d,a606269da51957359d0c9e43
Proton,Company,FOUNDED,2014,Technology,99b7c18a59249f7bef2f::c0000,2023-10-04,Proton which was founded in 2014 in Geneva Switzerland specializes in privacy focused online services.,0.9,Proton,2014,proton,2014,e763b8a8675767b01480f240,62222ab2a4e7efb0bd6cccb5
Microsoft,Company,DEVELOPED,ChatGPT,Technology,a6fd2f4f2b976b1b70ab::c0000,2023-02-02,Microsoft on Wednesday announced a new premium messaging service that will be powered by OpenAI’s ChatGPT messaging service.,0.9,Microsoft,ChatGPT,microsoft,chatgpt,fb0f4df56fab164ec48722f0,f4adaa883e92217c80dab7fb
Sruti Bhagavatula,Person,FOUNDED,COMP_SCI 397 497: Data Privacy,Technology,2a1fa41ba9108ffe9582::c0000,2023-02-01,Sruti Bhagavatula launched the department’s first data privacy course — COMP_SCI 397 497: Data Privacy — in winter 2022.,0.9,Sruti Bhagavatula,COMP_SCI 397 497: Data Privacy,sruti bhagavatula,comp_sci 397 497 data privacy,d093f02c4e7d2b55e86d2451,11f503e982d803cf42901697
Meta,Company,WORKED_AT,Divyanshi Sharma,Person,41a74c6a8d0531abe20a::c0000,2023-04-25,Meta employee loses job after 8 years of service says the Meta employee is looking forward to rest and do nothing.,1.0,Meta,Divyanshi Sharma,meta,divyanshi sharma,6dbfdfc5a4e8df3668a4dac3,c207773f7f6498dcff06e258
Cadence Design Systems Inc.,Company,PARTNERED_WITH,TSMC,Company,5946714080867357e737::c0000,2023-04-25,Cadence and TSMC Collaborate on N16 79GHz mmWave Design Reference Flow to Accelerate Radar 5G and Wireless Innovation.,1.0,Cadence Design Systems Inc.,TSMC,cadence design systems inc.,tsmc,8cf5822a71025973b047cff3,b29c72c5ba125a5a8487a987
WiMi,Company,DEVELOPED,silent speech recognition system,Technology,928345c5186572da58fd::c0000,2023-04-25,WiMi Releases A Highly Reliable Silent Speech Recognition System Based on Multi-featured Signal Sensing Technology.,1.0,WiMi,silent speech recognition system,wimi,silent speech recognition system,fa2c6b919de1f8285f8d8d20,fbf4cec23011c5b5d7562f31
Dell,Company,DEVELOPED,APEX File Storage for AWS,Technology,8eb2b5d823c3509ef655::c0000,2023-05-24,Dell is addressing cloud mobility with APEX File Storage for AWS.,1.0,Dell,APEX File Storage for AWS,dell,apex file storage for aws,8aaf4c8f85ca26a0418b8601,b6b3f0ff8e9ecbea5bbb4745
Gavin Bashar,Person,WORKED_AT,Tunstall Healthcare,Company,e72855a29c0000c4b1a5::c0000,2023-02-08,Gavin Bashar UK Managing Director at Tunstall Healthcare shares insight.,1.0,Gavin Bashar,Tunstall Healthcare,gavin bashar,tunstall healthcare,89e19dd2f1fc8810fc33e5b1,075064f557cc37522f5e66b6
Rajnath Singh,Person,LEADS,DIAT,Company,b7a03b6fde5d4dd3697a::c0000,2023-05-15,Defence Minister Rajnath Singh is the Chancellor of the DIAT.,1.0,Rajnath Singh,DIAT,rajnath singh,diat,469725b18eb404961845c4df,bfd638c568a110a356495a24
Google,Company,DEVELOPED,Gemini,Technology,c833db37ee3c170dc115::c0000,2023-09-15,Google has given a small group of companies access to an early version of Gemini.,1.0,Google,Gemini,google,gemini,0e132222d1315530d6efca52,8ba63c60a88354841031fe04
Diagnal,Company,PARTNERED_WITH,Lounges.tv,Company,0956b2a195e77f7e2e96::c0000,2023-09-27,Diagnal has extended its technology partnership with Lounges.tv.,1.0,Diagnal,Lounges.tv,diagnal,lounges.tv,accc3f19ac930b9f603b5267,f08bacbb327fea7f68769094
Intel,Company,USES,CPUs,Technology,e7f2d22f750889fd3fb3::c0000,2023-08-20,Researcher detects severe vulnerability on Intel CPUs.,1.0,Intel,CPUs,intel,cpus,fd90caf986a66450a7dd026b,b974a9ea0b195f8b07982b15
Arlene Gaylord,Person,WORKED_AT,FBI,Company,8d62efb25325f2a48c5e::c0000,2023-09-14,Arlene Gaylord Named Executive Assistant Director of FBI’s Information and Technology Branch.,1.0,Arlene Gaylord,FBI,arlene gaylord,fbi,2f389feeed2ecb3a46bc96c0,ff2b65c493940823b473f395
Qualcomm,Company,PARTNERED_WITH,MTM Technology,Company,1c487be041f2eb5a5363::c0000,2022-12-02,Qualcomm in Partnership With MTM Technology.,1.0,Qualcomm,MTM Technology,qualcomm,mtm technology,261c78e541bbb8921217639a,c9bc5c7ab9b19d386511dfa5
Covetrus,Company,DEVELOPED,animal-health technology and services,Technology,b845a00005a57b13c7e5::c0000,2023-01-12,Covetrus is a global animal-health technology and services company dedicated to ...,0.9,Covetrus,animal-health technology and services,covetrus,animal-health technology and services,a0f25de5b12e7a0a3f4dda95,7e1cafdebdaa7f34a1f2e587
Scan-Optics,Company,PARTNERED_WITH,UKG,Company,c43f8bebf5e19e976491::c0000,2023-01-12,Scan-Optics Expands Technology Partnership with UKG.,0.9,Scan-Optics,UKG,scan-optics,ukg,d639019ad5fa008cac962c3f,e23c5421d4f8b156c0c6101c
Jason Snyder,Person,WORKED_AT,Massachusetts,Company,bf2ea1139eacee92b130::c0000,2023-01-06,Jason Snyder is currently the chief technology ...,0.8,Jason Snyder,Massachusetts,jason snyder,massachusetts,f8d616c8cc3dc1ac2520ddd9,fd0edc8ff57a255eca5d5564
VIQ Solutions,Company,DEVELOPED,cyber-secure AI technology and services platform,Technology,b5c936d4cc0b2abb5f74::c0000,2023-02-08,The cyber-secure AI technology and services platform are implemented in the most rigid security environments.,0.9,VIQ Solutions,cyber-secure AI technology and services platform,viq solutions,cyber-secure ai technology and services platform,3bd246d63c5fc107fabe9fd2,3d976a2563a0fdcf8b1ab74e
Martin 'Marty' Cooper,Person,FOUNDED,cellphone technology,Technology,bede8fcd09fc195c7f4c::c0000,2023-04-01,father of the cellphone made the first call debuting this new mobile technology to the world in 1973.,0.9,Martin 'Marty' Cooper,cellphone technology,martin marty cooper,cellphone technology,efda812a872cf7b4f510530f,41a65ed83a8b2f483d895902
Information Services Group (ISG),Company,LEADS,2022 HRO Today Superstars,Technology,dbebc61afb1dd03a75b8::c0000,2022-12-20,HRO Today has named two advisors from Information Services Group (ISG) a leading global technology research and advisory firm as 2022 Superstars.,0.8,Information Services Group (ISG),2022 HRO Today Superstars,information services group isg,2022 hro today superstars,06d2e7ed299b1b3a9e66ec71,82ccc01b59e90993283d3a5a
Ox Appsec Security Ltd.,Company,DEVELOPED,OX-GPT,Technology,a2743c2dd9542a9e01a2::c0000,2023-05-18,Developer security operations startup Ox Appsec Security Ltd. today announced the launch of OX-GPT a ChatGPT integration.,1.0,Ox Appsec Security Ltd.,OX-GPT,ox appsec security ltd.,ox-gpt,ae23a0a9f973c0abe685f361,dfaf103884e4f3dc18651858
Citizen,Company,USES,NASA technology,Technology,421c516ee721e743833b::c0000,2023-01-06,Citizen's new watch uses NASA technology and AI to determine your fatigue.,1.0,Citizen,NASA technology,citizen,nasa technology,1d143309db384774fa3167e7,bca62583d06cd995ffdb0dcb
CereCore,Company,DEVELOPED,healthcare information technology (IT) services,Technology,e41e603c9b2b467c7a45::c0000,2022-12-08,CereCore today announced they are expanding their healthcare information technology (IT) services.,1.0,CereCore,healthcare information technology (IT) services,cerecore,healthcare information technology it services,2814f09f4342a6b13286d487,2ac734bc2af82423a17042e1
Align Technology,Company,LEADS,iTero Scanner and Services Business,Technology,b7521583cea9dd14a154::c0000,2023-02-09,Align Technology Appoints Karim Boussebaa EVP and MD of iTero Scanner and Services Business.,0.9,Align Technology,iTero Scanner and Services Business,align technology,itero scanner and services business,24aeff1b4d54dd9ff5eda3b7,6e6a6f8de2cd0d09447e1139
Koch Engineered Solutions,Company,PARTNERED_WITH,Percepto,Company,abb04ddf9e1b38f69d69::c0000,2023-02-08,Koch Engineered Solutions and Percepto Join Forces To Bring Cutting-Edge AI and Autonomous Drone Technology to Industrial Customers.,0.9,Koch Engineered Solutions,Percepto,koch engineered solutions,percepto,bb8d7383f80fb6c9f6d94956,bad93f2e765bc8cde0bc9ccd
Percepto,Company,USES,AI and Autonomous Drone Technology,Technology,abb04ddf9e1b38f69d69::c0000,2023-02-08,Koch Engineered Solutions and Percepto Join Forces To Bring Cutting-Edge AI and Autonomous Drone Technology to Industrial Customers.,0.9,Percepto,AI and Autonomous Drone Technology,percepto,ai and autonomous drone technology,bad93f2e765bc8cde0bc9ccd,faee68a3d402ffd898e052e2
Savex,Company,PARTNERED_WITH,Accops,Company,a56210874e17e8522808::c0000,2023-01-06,Savex teams up with Accops to deliver channels customers better remote access solutions.,1.0,Savex,Accops,savex,accops,e78ddeea0c8ab150e2cdbc66,2c2398c5d37305f3bd8be184
MAI,Company,ACQUIRED,WASI,Company,a176e6b4b9e25a1e22b9::c0000,2023-03-14,MAI Acquires Call Center Operator WASI to Bolster MAI Voice Contact Services Division.,1.0,MAI,WASI,mai,wasi,f00b5e3f4eab0d7c3e243b57,c911e5e28ff9e9ab521e5df8
Truecaller,Company,DEVELOPED,AI-powered call recording feature,Technology,fe3d9529c6adddb2d989::c0000,2023-06-16,Truecaller launched its AI-powered call recording feature starting in the U.S.,1.0,Truecaller,AI-powered call recording feature,truecaller,ai-powered call recording feature,6d6d3bc05ca32388a48a053b,c6f1d5e39a65baad9f880806
Kyndryl,Company,DEVELOPED,cybersecurity incident response and forensics service,Technology,a9350bffc64c123dc1be::c0000,2023-06-10,Kyndryl has announced a new cybersecurity incident response and forensics (CSIRF) service,1.0,Kyndryl,cybersecurity incident response and forensics service,kyndryl,cybersecurity incident response and forensics service,713c5cdea0d9408822fe01c7,f599c96ae589dec5e737bbc6
Kyndryl,Company,PARTNERED_WITH,AWS,Company,a9350bffc64c123dc1be::c0000,2023-06-10,new threat intelligence collaboration with AWS,1.0,Kyndryl,AWS,kyndryl,aws,713c5cdea0d9408822fe01c7,eafcb059179145f50faf2cb0
Newegg,Company,USES,ChatGPT Integration,Technology,ddd3eab4d6535947c59c::c0000,2023-05-17,ChatGPT Integration Powers Newegg’s PC Builder Tool,1.0,Newegg,ChatGPT Integration,newegg,chatgpt integration,5b95c26cd2004bdc20a573f5,e23b3f312a95b2365a261e0a
TSMC,Company,DEVELOPED,3DFabric process technology,Technology,b4c5aa0a9de935239b9f::c0000,2023-06-09,TSMC estimates that the fab will be able to produce over one million 12-inch wafer equivalents of 3DFabric process technology.,1.0,TSMC,3DFabric process technology,tsmc,3dfabric process technology,b29c72c5ba125a5a8487a987,9564457eaedceb166ecd2edb
Dell Technologies,Company,WORKED_AT,5% of its global workforce,Technology,9cc988f1ecaac67d310c::c0000,2023-02-06,Dell Technologies is planning to cut around 5% of its global workforce in the latest in the wave of mass layoffs hitting the technology sector.,1.0,Dell Technologies,5% of its global workforce,dell technologies,5 of its global workforce,3de9f619e72024ae49e720ce,9dae64de2930def92da5e311
ChatGPT,Technology,USES,natural language,Technology,2f0ed6bc9ee7bb9348dd::c0000,2022-12-19,ChatGPT an AI-powered 'large language' model is poised to change the way high school English teachers do their jobs.,1.0,ChatGPT,natural language,chatgpt,natural language,f4adaa883e92217c80dab7fb,f2e059d4114ee1abe865f27c
Dell Technologies Inc.,Company,DEVELOPED,Dell NativeEdge,Technology,574a610073dca3212ec1::c0000,2023-05-24,the release of Dell NativeEdge.,1.0,Dell Technologies Inc.,Dell NativeEdge,dell technologies inc.,dell nativeedge,35c663762dedf469a841fdb9,73772de334870c1d90f33658
Eva Navarro López,Person,LEADS,School of Information,Technology,a46733ecc0a1c2b0bc4c::c0000,2023-08-08,Eva Navarro López has been named director of the School of Information,1.0,Eva Navarro López,School of Information,eva navarro lópez,school of information,6d8be19c05e61ff27ce8f2d6,369b571f217566bea98d0700
Microsoft,Company,DEVELOPED,Copilot in Dynamics 365 Field Service,Technology,060079074c76bc41fc07::c0000,2023-08-09,new AI capabilities announcement for Copilot in Dynamics 365 Field Service,1.0,Microsoft,Copilot in Dynamics 365 Field Service,microsoft,copilot in dynamics 365 field service,fb0f4df56fab164ec48722f0,234edab1c8e4997615679827
Virginia Institute of Autism,Company,PARTNERED_WITH,St. Vincent’s Home,Company,b8ffab516010d6356541::c0000,2023-01-11,Virginia Institute of Autism has completed its merger with Roanoke-based St. Vincent’s Home.,1.0,Virginia Institute of Autism,St. Vincent’s Home,virginia institute of autism,st. vincent s home,25af15f69741e35b5d4e9cc1,c917f4a74c065f435d09a0cf
Pexip,Company,DEVELOPED,Microsoft Teams,Technology,22ce0907166ee1046e07::c0000,2023-06-07,Pexip first to offer certified Microsoft Teams interop for U.S. Department of Defense.,1.0,Pexip,Microsoft Teams,pexip,microsoft teams,cc82a8fd79a805ecc5ecc488,486040c5525170d9d711b78d
Explorex,Company,PARTNERED_WITH,MSWIPE,Company,6613660c098739f11363::c0000,2023-03-06,EXPLOREX PARTNERS WITH MSWIPE TO STREAMLINE PAYMENT SOLUTIONS.,1.0,Explorex,MSWIPE,explorex,mswipe,d115b997b62af1d7b48fd5f7,67bc34c4076b3276117f96e1
US,Company,DEVELOPED,national standards strategy for emerging technologies,Technology,d4b235e5c5ac4e66a7ad::c0000,2023-05-05,The White House released a national standards strategy for emerging technologies.,1.0,US,national standards strategy for emerging technologies,us,national standards strategy for emerging technologies,ed48490c5e3a5e9df6a7a147,ee3647e6e3a88bedba92c711
Cheryl Kees Clendenon,Person,WORKED_AT,In Detail Interiors,Company,746a551a652aab1eda0e::c0000,2023-09-19,Cheryl Kees Clendenon is the owner of In Detail Interiors.,1.0,Cheryl Kees Clendenon,In Detail Interiors,cheryl kees clendenon,in detail interiors,d0015d2f9e060ef83b00ade3,7562a70ceb923ac13ed705b5
Founder of Call2Talk,Person,FOUNDED,Call2Talk,Company,4edccf24eb89e3880e44::c0000,2023-05-05,Founder of Framingham-based Call2Talk has been chosen for Lifesaver Leadership Award.,1.0,Founder of Call2Talk,Call2Talk,founder of call2talk,call2talk,f6f214c2d73f9576fdd32242,5997e362ebb09b5652f96ace
Symphony,Company,PARTNERED_WITH,Owensboro Health,Company,822bafc072f12fcae1f4::c0000,2022-12-17,"Symphony and Owensboro Health partnered up for the start of the '""Music on Call'"" program.",1.0,Symphony,Owensboro Health,symphony,owensboro health,c40caf3c3d0a2d6f4c435c79,4843d19ba6ab28c53b9e12b5
Andrew Chaoya Li,Person,FOUNDED,TalkBerry,Company,df3d1f3b8db2fc5a854b::c0000,2023-10-31,Andrew Chaoya Li an award-winning designer and tech startup founder.,1.0,Andrew Chaoya Li,TalkBerry,andrew chaoya li,talkberry,646ef02a995758a162220e73,0b5463ed9470cd0575a9bcce
Acer,Company,INVESTED_IN,Russia,Company,2ad8ffcb035862e71178::c0000,2023-06-08,Acer supplied at least $70.4 million worth of computer hardware to Russia.,1.0,Acer,Russia,acer,russia,d1e13bd3bc91a377987a32f0,996895162f15f86589a23b4a
Meta Platforms,Company,WORKED_AT,EU antitrust watchdog,Company,798796b9653b29b661c0::c0000,2023-05-24,Meta Platforms suffered a setback as the EU antitrust watchdog's requests for information were ruled legitimate.,1.0,Meta,EU antitrust watchdog,meta,eu antitrust watchdog,6dbfdfc5a4e8df3668a4dac3,75b644b7ed8f4d64bdc71ce1
3CLogic,Company,DEVELOPED,CTI and Contact Center Solution,Technology,51610231c0a039089cce::c0000,2023-03-21,3CLogic CTI and Contact Center Solution Now Available on SAP® Store.,1.0,3CLogic,CTI and Contact Center Solution,3clogic,cti and contact center solution,e2ad22700d7d11a2f4dfa140,bd2966eafca95bc256584feb
